Lattice,Lattice,Lattice,Diktyo,Diktyo,Diktyo,TanGo,TanGo,TanGo,Delay-first,Delay-first,Delay-first
cpuUtilization,ramUtilization,bwUtilization,cpuUtilization,ramUtilization,bwUtilization,cpuUtilization,ramUtilization,bwUtilization,cpuUtilization,ramUtilization,bwUtilization
,,14.900199999999998,,,17.859199999999998,,,22.987199999999998,,,38.80660000000001
,,5.733200000000001,,,7.3008,,,6.226000000000001,,,40.126400000000004
,,1.954,,,1.1604,,,0.0,,,28.0978
,,58.53320000000001,,,83.9088,,,92.9482,,,100.0
,,7.262600000000001,,,7.460199999999999,,,1.6791999999999998,,,99.99980000000001
,,99.99679999999998,,,100.0,,,100.0,,,100.0
,,86.74119999999999,,,100.0,,,100.0,,,100.0
,,9.7848,,,25.493199999999998,,,13.772200000000002,,,80.18360000000001
,,12.367999999999999,,,18.283,,,19.544800000000002,,,45.61579999999999
,,9.704999999999998,,,14.1114,,,18.4846,,,33.14639999999999
,,2.7332,,,4.229,,,4.5616,,,33.8406
,,7.312799999999998,,,5.8696,,,0.0,,,26.924
,,78.215,,,100.0,,,100.0,,,100.0
,,99.71499999999999,,,100.0,,,100.0,,,98.11699999999999
,,99.54019999999998,,,100.0,,,100.0,,,100.0
,,86.74119999999999,,,100.0,,,100.0,,,100.0
,,41.542199999999994,,,46.7182,,,32.276799999999994,,,55.71360000000001
,,32.872,,,34.1822,,,42.0436,,,29.87302318585487
,,23.446400000000004,,,26.273400000000002,,,38.090199999999996,,,21.5738
,,10.1598,,,9.0986,,,9.857199999999999,,,22.0546
,,7.969800000000001,,,6.619,,,1.0024000000000002,,,14.117600000000001
,,13.959800000000001,,,27.019600000000004,,,15.156400000000001,,,81.2560464837187
,,15.2334,,,90.7966,,,12.506800000000002,,,50.5736
,,29.9492,,,33.2862,,,18.9426,,,96.165
,,9.7848,,,25.493199999999998,,,13.772200000000002,,,80.18360000000001
,,41.542199999999994,,,46.7182,,,32.276799999999994,,,55.71360000000001
,,9.9456,,,11.4712,,,16.4182,,,15.8054
,,8.8894,,,8.486799999999999,,,11.915000000000001,,,11.953999999999999
,,6.523000000000001,,,5.0768,,,3.9624,,,11.8322
,,2.1670000000000003,,,2.0372,,,1.4247999999999998,,,7.103999999999999
,,9.4374,,,16.7796,,,17.3632,,,41.681999999999995
,,11.6968,,,18.1914,,,20.996199999999995,,,25.972400000000004
,,14.261000000000001,,,20.080399999999997,,,20.3852,,,47.5772
,,12.367999999999999,,,18.283,,,19.544800000000002,,,45.61579999999999
,,32.872,,,34.1822,,,42.0436,,,29.87302318585487
,,9.9456,,,11.4712,,,16.4182,,,15.8054
,,11.995399999999998,,,16.6822,,,18.189200000000003,,,7.8768
,,8.3734,,,13.649200000000002,,,11.7422,,,7.898999999999999
,,4.7421999999999995,,,5.850800000000001,,,2.8152,,,3.8366000000000007
,,10.385200000000001,,,15.549600000000002,,,19.2912,,,34.324799999999996
,,8.7798,,,13.051400000000001,,,16.3376,,,16.9078
,,14.900199999999998,,,17.859199999999998,,,22.987199999999998,,,38.80660000000001
,,9.704999999999998,,,14.1114,,,18.4846,,,33.14639999999999
,,23.446400000000004,,,26.273400000000002,,,38.090199999999996,,,21.5738
,,8.8894,,,8.486799999999999,,,11.915000000000001,,,11.953999999999999
,,11.995399999999998,,,16.6822,,,18.189200000000003,,,7.8768
,,18.2416,,,37.439,,,37.4488,,,5.716600000000001
,,2.5944000000000003,,,11.6392,,,8.348,,,2.7156000000000002
,,4.1638,,,6.578200000000001,,,4.891800000000001,,,35.4444
,,2.4840000000000004,,,4.3098,,,4.1818,,,17.2956
,,5.733200000000001,,,7.3008,,,6.226000000000001,,,40.126400000000004
,,2.7332,,,4.229,,,4.5616,,,33.8406
,,10.1598,,,9.0986,,,9.857199999999999,,,22.0546
,,6.523000000000001,,,5.0768,,,3.9624,,,11.8322
,,8.3734,,,13.649200000000002,,,11.7422,,,7.898999999999999
,,18.2416,,,37.439,,,37.4488,,,5.716600000000001
,,2.3928000000000003,,,12.2538,,,11.116800000000001,,,2.7526
,,0.7438,,,1.0151999999999999,,,0.0,,,24.318600000000004
,,13.5774,,,16.1816,,,0.018600000000000002,,,13.374400000000003
,,1.954,,,1.1604,,,0.0,,,28.0978
,,7.312799999999998,,,5.8696,,,0.0,,,26.924
,,7.969800000000001,,,6.619,,,1.0024000000000002,,,14.117600000000001
,,2.1670000000000003,,,2.0372,,,1.4247999999999998,,,7.103999999999999
,,4.7421999999999995,,,5.850800000000001,,,2.8152,,,3.8366000000000007
,,2.5944000000000003,,,11.6392,,,8.348,,,2.7156000000000002
,,2.3928000000000003,,,12.2538,,,11.116800000000001,,,2.7526
